timestamp,threshold,avg_usd,max_usd,samples
2026-01-03T21:39:05.799Z,0.98,36.82,716.42,152
2026-01-03T21:39:05.799Z,0.985,36.75,716.42,154
2026-01-03T21:39:05.799Z,0.99,39.25,772.35,359
2026-01-03T21:39:05.799Z,0.995,39.25,772.35,359
2026-01-03T21:39:05.799Z,1,68.10,1812.81,1407
2026-01-03T21:40:05.800Z,0.9,70.85,194.33,5
2026-01-03T21:40:05.800Z,0.95,48.12,576.00,22
2026-01-03T21:40:05.800Z,0.98,36.82,716.42,152
2026-01-03T21:40:05.800Z,0.985,36.75,716.42,154
2026-01-03T21:40:05.800Z,0.99,39.25,772.35,359
2026-01-03T21:40:05.800Z,0.995,39.25,772.35,359
2026-01-03T21:40:05.800Z,1,67.74,1812.81,1416
2026-01-03T21:41:05.801Z,0.9,52.70,194.33,13
2026-01-03T21:41:05.801Z,0.95,45.27,576.00,32
2026-01-03T21:41:05.801Z,0.98,37.79,716.42,165
2026-01-03T21:41:05.801Z,0.985,37.72,716.42,167
2026-01-03T21:41:05.801Z,0.99,40.12,772.35,377
2026-01-03T21:41:05.801Z,0.995,40.12,772.35,377
2026-01-03T21:41:05.801Z,1,67.49,1812.81,1447
2026-01-03T21:42:05.801Z,0.9,52.70,194.33,13
2026-01-03T21:42:05.801Z,0.95,43.03,576.00,35
2026-01-03T21:42:05.801Z,0.98,37.88,716.42,174
2026-01-03T21:42:05.801Z,0.985,37.81,716.42,176
2026-01-03T21:42:05.801Z,0.99,40.11,772.35,391
2026-01-03T21:42:05.801Z,0.995,40.11,772.35,391
2026-01-03T21:42:05.801Z,1,67.02,1812.81,1474
2026-01-03T21:43:05.802Z,0.9,52.70,194.33,13
2026-01-03T21:43:05.802Z,0.95,43.03,576.00,35
2026-01-03T21:43:05.802Z,0.98,37.74,716.42,177
2026-01-03T21:43:05.802Z,0.985,37.67,716.42,179
2026-01-03T21:43:05.802Z,0.99,40.10,772.35,396
2026-01-03T21:43:05.802Z,0.995,40.10,772.35,396
2026-01-03T21:43:05.802Z,1,66.23,1812.81,1503
2026-01-03T21:44:05.802Z,0.9,52.70,194.33,13
2026-01-03T21:44:05.802Z,0.95,43.03,576.00,35
2026-01-03T21:44:05.802Z,0.98,37.74,716.42,177
2026-01-03T21:44:05.802Z,0.985,37.67,716.42,179
2026-01-03T21:44:05.802Z,0.99,40.10,772.35,396
2026-01-03T21:44:05.802Z,0.995,40.10,772.35,396
2026-01-03T21:44:05.802Z,1,69.51,1812.81,1536
2026-01-03T21:45:05.802Z,0.9,52.70,194.33,13
2026-01-03T21:45:05.802Z,0.95,43.03,576.00,35
2026-01-03T21:45:05.802Z,0.98,37.74,716.42,177
2026-01-03T21:45:05.802Z,0.985,37.67,716.42,179
2026-01-03T21:45:05.802Z,0.99,40.02,772.35,397
2026-01-03T21:45:05.802Z,0.995,40.02,772.35,397
2026-01-03T21:45:05.802Z,1,73.80,1812.81,1570
2026-01-03T21:46:05.802Z,0.9,52.70,194.33,13
2026-01-03T21:46:05.802Z,0.95,43.03,576.00,35
2026-01-03T21:46:05.802Z,0.98,37.21,716.42,181
2026-01-03T21:46:05.802Z,0.985,37.15,716.42,183
2026-01-03T21:46:05.802Z,0.99,39.43,772.35,412
2026-01-03T21:46:05.802Z,0.995,39.43,772.35,412
2026-01-03T21:46:05.802Z,1,73.01,1812.81,1604
2026-01-03T21:47:05.804Z,0.9,52.70,194.33,13
