timestamp,side,threshold,hits_0-5s,hits_5-15s,hits_15-30s,hits_30-60s,hits_60-300s,hits_5-15m,hits_15-60m,hits_60+m,pct_0-5s,pct_5-15s,pct_15-30s,pct_30-60s,pct_60-300s,pct_5-15m,pct_15-60m,pct_60+m
2026-01-04T19:15:29.829Z,no,0.95,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:15:29.829Z,no,0.97,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:15:29.829Z,no,0.99,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:16:29.829Z,no,0.95,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:16:29.829Z,no,0.97,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:16:29.829Z,no,0.99,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:17:29.830Z,no,0.95,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:17:29.830Z,no,0.97,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:17:29.830Z,no,0.99,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:18:29.831Z,no,0.95,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:18:29.831Z,no,0.97,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:18:29.831Z,no,0.99,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:19:29.829Z,no,0.95,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:19:29.829Z,no,0.97,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:19:29.829Z,no,0.99,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:20:29.829Z,no,0.95,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:20:29.829Z,no,0.97,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:20:29.829Z,no,0.99,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:21:29.830Z,no,0.95,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:21:29.830Z,no,0.97,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:21:29.830Z,no,0.99,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:22:29.831Z,yes,0.95,0,0,0,0,0,564,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2026-01-04T19:22:29.831Z,yes,0.97,0,0,0,0,0,80,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2026-01-04T19:22:29.831Z,no,0.95,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:22:29.831Z,no,0.97,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:22:29.831Z,no,0.99,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:23:29.831Z,yes,0.95,0,0,0,0,0,647,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2026-01-04T19:23:29.831Z,yes,0.97,0,0,0,0,0,87,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2026-01-04T19:23:29.831Z,no,0.95,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:23:29.831Z,no,0.97,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:23:29.831Z,no,0.99,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:24:29.832Z,yes,0.95,0,0,0,0,0,1092,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2026-01-04T19:24:29.832Z,yes,0.97,0,0,0,0,0,158,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2026-01-04T19:24:29.832Z,no,0.95,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:24:29.832Z,no,0.97,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
2026-01-04T19:24:29.832Z,no,0.99,19,35,75,0,0,0,0,0,14.73,27.13,58.14,0.00,0.00,0.00,0.00,0.00
