timestamp,threshold,hits_0-5min,hits_5-10min,hits_10-15min,hits_15-30min,hits_30-60min,hits_60+min,pct_0-5min,pct_5-10min,pct_10-15min,pct_15-30min,pct_30-60min,pct_60+min
2026-01-04T09:52:30.919Z,0.995,11,47,73,1,0,0,8.33,35.61,55.30,0.76,0.00,0.00
2026-01-04T09:53:30.920Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T09:53:30.920Z,0.95,0,2,2,0,0,0,0.00,50.00,50.00,0.00,0.00,0.00
2026-01-04T09:53:30.920Z,0.98,5,25,29,0,0,0,8.47,42.37,49.15,0.00,0.00,0.00
2026-01-04T09:53:30.920Z,0.985,5,25,29,0,0,0,8.47,42.37,49.15,0.00,0.00,0.00
2026-01-04T09:53:30.920Z,0.99,11,58,73,1,0,0,7.69,40.56,51.05,0.70,0.00,0.00
2026-01-04T09:53:30.920Z,0.995,11,58,73,1,0,0,7.69,40.56,51.05,0.70,0.00,0.00
2026-01-04T09:54:30.922Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T09:54:30.922Z,0.95,0,2,2,0,0,0,0.00,50.00,50.00,0.00,0.00,0.00
2026-01-04T09:54:30.922Z,0.98,5,40,29,0,0,0,6.76,54.05,39.19,0.00,0.00,0.00
2026-01-04T09:54:30.922Z,0.985,5,40,29,0,0,0,6.76,54.05,39.19,0.00,0.00,0.00
2026-01-04T09:54:30.922Z,0.99,11,92,73,1,0,0,6.21,51.98,41.24,0.56,0.00,0.00
2026-01-04T09:54:30.922Z,0.995,11,92,73,1,0,0,6.21,51.98,41.24,0.56,0.00,0.00
2026-01-04T09:55:30.926Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T09:55:30.926Z,0.95,1,2,2,0,0,0,20.00,40.00,40.00,0.00,0.00,0.00
2026-01-04T09:55:30.926Z,0.98,17,42,29,0,0,0,19.32,47.73,32.95,0.00,0.00,0.00
2026-01-04T09:55:30.926Z,0.985,17,42,29,0,0,0,19.32,47.73,32.95,0.00,0.00,0.00
2026-01-04T09:55:30.926Z,0.99,31,94,73,1,0,0,15.58,47.24,36.68,0.50,0.00,0.00
2026-01-04T09:55:30.926Z,0.995,31,94,73,1,0,0,15.58,47.24,36.68,0.50,0.00,0.00
2026-01-04T09:56:30.927Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T09:56:30.927Z,0.95,5,2,2,0,0,0,55.56,22.22,22.22,0.00,0.00,0.00
2026-01-04T09:56:30.927Z,0.98,27,42,29,0,0,0,27.55,42.86,29.59,0.00,0.00,0.00
2026-01-04T09:56:30.927Z,0.985,27,42,29,0,0,0,27.55,42.86,29.59,0.00,0.00,0.00
2026-01-04T09:56:30.927Z,0.99,58,94,73,1,0,0,25.66,41.59,32.30,0.44,0.00,0.00
2026-01-04T09:56:30.927Z,0.995,58,94,73,1,0,0,25.66,41.59,32.30,0.44,0.00,0.00
