timestamp,row_type,symbol,timeframe,samples,hits_le_0.9,hits_le_0.95,hits_le_0.98,hits_le_0.985,hits_le_0.99,hits_le_0.995,avg_yes_le_0.9,avg_no_le_0.9,avg_yes_le_0.95,avg_no_le_0.95,avg_yes_le_0.98,avg_no_le_0.98,avg_yes_le_0.985,avg_no_le_0.985,avg_yes_le_0.99,avg_no_le_0.99,avg_yes_le_0.995,avg_no_le_0.995
2026-01-04T16:19:51.319Z,symbol,eth,15m,9397,0,2,37,37,98,100,,,0.5289,0.4167,0.5837,0.3884,0.5837,0.3884,0.5684,0.4143,0.5699,0.4128
2026-01-04T16:19:51.319Z,symbol,xrp,15m,1967,0,4,10,10,37,37,,,0.4497,0.4948,0.4210,0.5394,0.4210,0.5394,0.3213,0.6589,0.3213,0.6589
2026-01-04T16:19:51.319Z,symbol,sol,15m,2712,0,0,16,17,35,35,,,,,0.6267,0.3507,0.6463,0.3313,0.6942,0.2907,0.6942,0.2907
2026-01-04T16:20:51.318Z,all,,,37992,0,7,114,115,318,323,,,0.4871,0.4571,0.5108,0.4631,0.5144,0.4595,0.5336,0.4506,0.5407,0.4436
2026-01-04T16:20:51.318Z,symbol,btc,15m,23385,0,1,48,48,138,141,,,0.3500,0.5900,0.4716,0.5034,0.4716,0.5034,0.5560,0.4298,0.5571,0.4288
2026-01-04T16:20:51.318Z,symbol,eth,15m,9753,0,2,39,39,101,103,,,0.5289,0.4167,0.5829,0.3892,0.5829,0.3892,0.5673,0.4154,0.5688,0.4140
2026-01-04T16:20:51.318Z,symbol,xrp,15m,2040,0,4,10,10,39,39,,,0.4497,0.4947,0.4220,0.5386,0.4220,0.5386,0.3229,0.6573,0.3229,0.6573
2026-01-04T16:20:51.318Z,symbol,sol,15m,2814,0,0,17,18,40,40,,,,,0.6167,0.3603,0.6360,0.3412,0.6822,0.3026,0.6822,0.3026
2026-01-04T16:21:51.319Z,all,,,39560,0,7,117,118,325,330,,,0.4871,0.4571,0.5113,0.4626,0.5148,0.4592,0.5355,0.4486,0.5424,0.4419
2026-01-04T16:21:51.319Z,symbol,btc,15m,24431,0,1,48,48,139,142,,,0.3500,0.5900,0.4708,0.5042,0.4708,0.5042,0.5538,0.4319,0.5549,0.4308
2026-01-04T16:21:51.319Z,symbol,eth,15m,10151,0,2,40,40,105,107,,,0.5289,0.4167,0.5821,0.3900,0.5821,0.3900,0.5667,0.4160,0.5682,0.4146
2026-01-04T16:21:51.319Z,symbol,xrp,15m,2070,0,4,11,11,40,40,,,0.4497,0.4945,0.4226,0.5386,0.4226,0.5386,0.3248,0.6553,0.3248,0.6553
2026-01-04T16:21:51.319Z,symbol,sol,15m,2908,0,0,18,19,41,41,,,,,0.6077,0.3691,0.6264,0.3506,0.6708,0.3139,0.6708,0.3139
2026-01-04T16:22:51.320Z,all,,,40832,0,7,120,121,331,336,,,0.4871,0.4571,0.5126,0.4614,0.5160,0.4580,0.5368,0.4474,0.5435,0.4408
2026-01-04T16:22:51.320Z,symbol,btc,15m,25141,0,1,48,48,139,142,,,0.3500,0.5900,0.4701,0.5048,0.4701,0.5048,0.5517,0.4338,0.5527,0.4327
2026-01-04T16:22:51.320Z,symbol,eth,15m,10497,0,2,40,40,106,108,,,0.5289,0.4167,0.5813,0.3908,0.5813,0.3908,0.5664,0.4163,0.5678,0.4150
2026-01-04T16:22:51.320Z,symbol,xrp,15m,2206,0,4,13,13,43,43,,,0.4497,0.4944,0.4258,0.5362,0.4258,0.5362,0.3295,0.6506,0.3295,0.6506
2026-01-04T16:22:51.320Z,symbol,sol,15m,2988,0,0,19,20,43,43,,,,,0.6003,0.3763,0.6181,0.3586,0.6604,0.3241,0.6604,0.3241
2026-01-04T16:23:51.321Z,all,,,42058,0,7,121,122,340,345,,,0.4871,0.4571,0.5121,0.4619,0.5156,0.4585,0.5360,0.4483,0.5426,0.4418
2026-01-04T16:23:51.321Z,symbol,btc,15m,25833,0,1,48,48,140,143,,,0.3500,0.5900,0.4695,0.5054,0.4695,0.5054,0.5498,0.4355,0.5509,0.4345
2026-01-04T16:23:51.321Z,symbol,eth,15m,10831,0,2,41,41,110,112,,,0.5289,0.4167,0.5800,0.3921,0.5800,0.3921,0.5654,0.4174,0.5668,0.4161
2026-01-04T16:23:51.321Z,symbol,xrp,15m,2318,0,4,13,13,45,45,,,0.4497,0.4943,0.4285,0.5341,0.4285,0.5341,0.3350,0.6450,0.3350,0.6450
2026-01-04T16:23:51.321Z,symbol,sol,15m,3076,0,0,19,20,45,45,,,,,0.5939,0.3825,0.6109,0.3657,0.6499,0.3345,0.6499,0.3345
2026-01-04T16:24:51.322Z,all,,,43292,0,7,123,124,348,353,,,0.4871,0.4571,0.5141,0.4598,0.5175,0.4565,0.5359,0.4484,0.5423,0.4421
2026-01-04T16:24:51.322Z,symbol,btc,15m,26591,0,1,49,49,141,144,,,0.3500,0.5900,0.4696,0.5052,0.4696,0.5052,0.5483,0.4369,0.5492,0.4359
2026-01-04T16:24:51.322Z,symbol,eth,15m,11173,0,2,42,42,116,118,,,0.5289,0.4167,0.5785,0.3936,0.5785,0.3936,0.5640,0.4190,0.5653,0.4177
2026-01-04T16:24:51.322Z,symbol,xrp,15m,2356,0,4,13,13,45,45,,,0.4497,0.4942,0.4309,0.5324,0.4309,0.5324,0.3400,0.6401,0.3400,0.6401
2026-01-04T16:24:51.322Z,symbol,sol,15m,3172,0,0,19,20,46,46,,,,,0.5883,0.3880,0.6045,0.3719,0.6396,0.3448,0.6396,0.3448
2026-01-04T16:25:51.323Z,all,,,44802,0,8,127,128,361,366,,,0.4662,0.4763,0.5108,0.4628,0.5141,0.4596,0.5334,0.4508,0.5396,0.4447
2026-01-04T16:25:51.323Z,symbol,btc,15m,27359,0,1,49,49,141,144,,,0.3500,0.5900,0.4698,0.5050,0.4698,0.5050,0.5467,0.4383,0.5477,0.4373
2026-01-04T16:25:51.323Z,symbol,eth,15m,11667,0,2,44,44,126,128,,,0.5289,0.4167,0.5769,0.3953,0.5769,0.3953,0.5622,0.4209,0.5634,0.4197
2026-01-04T16:25:51.323Z,symbol,xrp,15m,2494,0,4,14,14,47,47,,,0.4497,0.4941,0.4307,0.5332,0.4307,0.5332,0.3435,0.6367,0.3435,0.6367
2026-01-04T16:25:51.323Z,symbol,sol,15m,3282,0,1,20,21,47,47,,,0.3200,0.6100,0.5802,0.3953,0.5958,0.3800,0.6291,0.3550,0.6291,0.3550
2026-01-04T16:26:51.324Z,all,,,46118,0,8,133,134,378,383,,,0.4662,0.4763,0.4996,0.4742,0.5028,0.4710,0.5239,0.4604,0.5299,0.4544
2026-01-04T16:26:51.324Z,symbol,btc,15m,27975,0,1,49,49,141,144,,,0.3500,0.5900,0.4699,0.5049,0.4699,0.5049,0.5453,0.4396,0.5462,0.4386
2026-01-04T16:26:51.324Z,symbol,eth,15m,12093,0,2,46,46,136,138,,,0.5289,0.4167,0.5743,0.3980,0.5743,0.3980,0.5587,0.4246,0.5598,0.4235
2026-01-04T16:26:51.324Z,symbol,xrp,15m,2576,0,4,15,15,48,48,,,0.4497,0.4939,0.4284,0.5361,0.4284,0.5361,0.3460,0.6342,0.3460,0.6342
2026-01-04T16:26:51.324Z,symbol,sol,15m,3474,0,1,23,24,53,53,,,0.3200,0.6100,0.5604,0.4146,0.5754,0.3999,0.6086,0.3752,0.6086,0.3752
2026-01-04T16:27:51.324Z,all,,,47648,0,9,136,137,385,390,,,0.4533,0.4900,0.5007,0.4730,0.5038,0.4699,0.5222,0.4621,0.5282,0.4561
2026-01-04T16:27:51.324Z,symbol,btc,15m,28815,0,1,50,50,142,145,,,0.3500,0.5900,0.4709,0.5038,0.4709,0.5038,0.5442,0.4405,0.5451,0.4396
2026-01-04T16:27:51.324Z,symbol,eth,15m,12521,0,3,48,48,141,143,,,0.5195,0.4263,0.5705,0.4018,0.5705,0.4018,0.5545,0.4289,0.5556,0.4279
2026-01-04T16:27:51.324Z,symbol,xrp,15m,2726,0,4,15,15,49,49,,,0.4497,0.4938,0.4265,0.5386,0.4265,0.5386,0.3475,0.6327,0.3475,0.6327
2026-01-04T16:27:51.324Z,symbol,sol,15m,3586,0,1,23,24,53,53,,,0.3200,0.6100,0.5440,0.4306,0.5583,0.4165,0.5914,0.3923,0.5914,0.3923
2026-01-04T16:28:51.325Z,all,,,48646,0,9,137,140,390,395,,,0.4533,0.4900,0.4993,0.4743,0.5085,0.4652,0.5243,0.4599,0.5302,0.4541
2026-01-04T16:28:51.325Z,symbol,btc,15m,29379,0,1,50,52,145,148,,,0.3500,0.5900,0.4718,0.5029,0.4736,0.5011,0.5439,0.4406,0.5449,0.4398
2026-01-04T16:28:51.325Z,symbol,eth,15m,12771,0,3,49,49,143,145,,,0.5110,0.4350,0.5661,0.4061,0.5661,0.4061,0.5503,0.4333,0.5513,0.4322
2026-01-04T16:28:51.325Z,symbol,xrp,15m,2822,0,4,15,15,49,49,,,0.4497,0.4937,0.4248,0.5408,0.4248,0.5408,0.3489,0.6314,0.3489,0.6314
2026-01-04T16:28:51.325Z,symbol,sol,15m,3674,0,1,23,24,53,53,,,0.3200,0.6100,0.5303,0.4440,0.5439,0.4305,0.5766,0.4069,0.5766,0.4069
2026-01-04T16:29:51.327Z,all,,,48646,0,9,137,140,390,395,,,0.4533,0.4900,0.4993,0.4743,0.5085,0.4652,0.5243,0.4599,0.5302,0.4541
2026-01-04T16:29:51.327Z,symbol,btc,15m,29379,0,1,50,52,145,148,,,0.3500,0.5900,0.4727,0.5020,0.4760,0.4987,0.5437,0.4408,0.5446,0.4399
2026-01-04T16:29:51.327Z,symbol,eth,15m,12771,0,3,49,49,143,145,,,0.5033,0.4429,0.5622,0.4101,0.5622,0.4101,0.5466,0.4371,0.5476,0.4361
2026-01-04T16:29:51.327Z,symbol,xrp,15m,2822,0,4,15,15,49,49,,,0.4498,0.4937,0.4233,0.5428,0.4233,0.5428,0.3501,0.6302,0.3501,0.6302
2026-01-04T16:29:51.327Z,symbol,sol,15m,3674,0,1,23,24,53,53,,,0.3200,0.6100,0.5185,0.4554,0.5316,0.4425,0.5638,0.4195,0.5638,0.4195
2026-01-04T16:30:51.326Z,all,,,48646,0,9,137,140,390,395,,,0.4533,0.4900,0.4993,0.4743,0.5085,0.4652,0.5243,0.4599,0.5302,0.4541
2026-01-04T16:30:51.326Z,symbol,btc,15m,29379,0,1,50,52,145,148,,,0.3500,0.5900,0.4734,0.5012,0.4782,0.4965,0.5435,0.4408,0.5444,0.4400
2026-01-04T16:30:51.326Z,symbol,eth,15m,12771,0,3,49,49,143,145,,,0.4964,0.4500,0.5585,0.4137,0.5585,0.4137,0.5433,0.4405,0.5442,0.4395
2026-01-04T16:30:51.326Z,symbol,xrp,15m,2822,0,4,15,15,49,49,,,0.4498,0.4936,0.4220,0.5444,0.4220,0.5444,0.3512,0.6292,0.3512,0.6292
2026-01-04T16:30:51.326Z,symbol,sol,15m,3674,0,1,23,24,53,53,,,0.3200,0.6100,0.5084,0.4653,0.5209,0.4530,0.5526,0.4305,0.5526,0.4305
2026-01-04T16:31:51.337Z,all,,,49142,0,9,140,143,394,399,,,0.4533,0.4900,0.4981,0.4754,0.5072,0.4664,0.5233,0.4607,0.5292,0.4550
2026-01-04T16:31:51.337Z,symbol,btc,15m,29779,0,1,52,54,148,151,,,0.3500,0.5900,0.4732,0.5014,0.4780,0.4967,0.5432,0.4411,0.5441,0.4403
2026-01-04T16:31:51.337Z,symbol,eth,15m,12843,0,3,49,49,143,145,,,0.4964,0.4500,0.5585,0.4137,0.5585,0.4137,0.5433,0.4405,0.5442,0.4395
2026-01-04T16:31:51.337Z,symbol,xrp,15m,2838,0,4,16,16,50,50,,,0.4498,0.4936,0.4226,0.5438,0.4226,0.5438,0.3517,0.6286,0.3517,0.6286
2026-01-04T16:31:51.337Z,symbol,sol,15m,3682,0,1,23,24,53,53,,,0.3200,0.6100,0.5084,0.4653,0.5209,0.4530,0.5526,0.4305,0.5526,0.4305
2026-01-04T16:32:51.333Z,all,,,50069,0,10,141,144,398,403,,,0.4450,0.4970,0.4972,0.4760,0.5063,0.4671,0.5229,0.4611,0.5287,0.4554
2026-01-04T16:32:51.333Z,symbol,btc,15m,30385,0,1,52,54,148,151,,,0.3500,0.5900,0.4730,0.5016,0.4778,0.4969,0.5429,0.4414,0.5438,0.4405
2026-01-04T16:32:51.333Z,symbol,eth,15m,13027,0,3,49,49,145,147,,,0.4964,0.4500,0.5585,0.4137,0.5585,0.4137,0.5431,0.4406,0.5441,0.4397
2026-01-04T16:32:51.333Z,symbol,xrp,15m,2915,0,4,16,16,51,51,,,0.4498,0.4936,0.4233,0.5432,0.4233,0.5432,0.3528,0.6275,0.3528,0.6275
2026-01-04T16:32:51.333Z,symbol,sol,15m,3742,0,2,24,25,54,54,,,0.3271,0.6029,0.5073,0.4660,0.5198,0.4538,0.5520,0.4309,0.5520,0.4309
2026-01-04T16:33:51.333Z,all,,,51507,0,10,141,144,401,406,,,0.4450,0.4970,0.4972,0.4760,0.5063,0.4671,0.5236,0.4604,0.5294,0.4547
2026-01-04T16:33:51.333Z,symbol,btc,15m,31315,0,1,52,54,149,152,,,0.3500,0.5900,0.4728,0.5018,0.4776,0.4971,0.5427,0.4416,0.5436,0.4407
2026-01-04T16:33:51.333Z,symbol,eth,15m,13309,0,3,49,49,146,148,,,0.4964,0.4500,0.5585,0.4137,0.5585,0.4137,0.5431,0.4407,0.5440,0.4398
2026-01-04T16:33:51.333Z,symbol,xrp,15m,3011,0,4,16,16,52,52,,,0.4498,0.4936,0.4239,0.5426,0.4239,0.5426,0.3549,0.6255,0.3549,0.6255
2026-01-04T16:33:51.333Z,symbol,sol,15m,3872,0,2,24,25,54,54,,,0.3325,0.5975,0.5063,0.4667,0.5187,0.4545,0.5514,0.4313,0.5514,0.4313
2026-01-04T16:34:51.334Z,all,,,53289,0,10,144,147,410,415,,,0.4450,0.4970,0.5014,0.4719,0.5101,0.4633,0.5271,0.4569,0.5327,0.4514
2026-01-04T16:34:51.334Z,symbol,btc,15m,32583,0,1,52,54,152,155,,,0.3500,0.5900,0.4726,0.5020,0.4774,0.4973,0.5426,0.4416,0.5435,0.4408
2026-01-04T16:34:51.334Z,symbol,eth,15m,13615,0,3,50,50,149,151,,,0.4964,0.4500,0.5589,0.4133,0.5589,0.4133,0.5434,0.4404,0.5443,0.4395
2026-01-04T16:34:51.334Z,symbol,xrp,15m,3069,0,4,16,16,52,52,,,0.4498,0.4936,0.4245,0.5420,0.4245,0.5420,0.3569,0.6235,0.3569,0.6235
2026-01-04T16:34:51.334Z,symbol,sol,15m,4022,0,2,26,27,57,57,,,0.3367,0.5933,0.5082,0.4646,0.5203,0.4527,0.5527,0.4299,0.5527,0.4299
2026-01-04T16:35:51.380Z,all,,,54707,0,10,144,147,414,419,,,0.4450,0.4970,0.5014,0.4719,0.5101,0.4633,0.5301,0.4540,0.5356,0.4486
2026-01-04T16:35:51.380Z,symbol,btc,15m,33595,0,1,52,54,154,157,,,0.3500,0.5900,0.4724,0.5021,0.4771,0.4975,0.5429,0.4414,0.5437,0.4406
2026-01-04T16:35:51.380Z,symbol,eth,15m,13833,0,3,50,50,151,153,,,0.4964,0.4500,0.5592,0.4130,0.5592,0.4130,0.5445,0.4393,0.5454,0.4384
2026-01-04T16:35:51.380Z,symbol,xrp,15m,3153,0,4,16,16,52,52,,,0.4498,0.4936,0.4251,0.5414,0.4251,0.5414,0.3590,0.6215,0.3590,0.6215
2026-01-04T16:35:51.380Z,symbol,sol,15m,4126,0,2,26,27,57,57,,,0.3400,0.5900,0.5101,0.4625,0.5218,0.4510,0.5540,0.4285,0.5540,0.4285
2026-01-04T16:36:51.384Z,all,,,56103,0,10,146,149,419,424,,,0.4450,0.4970,0.5042,0.4692,0.5128,0.4607,0.5325,0.4517,0.5379,0.4464
2026-01-04T16:36:51.384Z,symbol,btc,15m,34545,0,1,53,55,156,159,,,0.3500,0.5900,0.4725,0.5020,0.4772,0.4974,0.5431,0.4412,0.5440,0.4403
2026-01-04T16:36:51.384Z,symbol,eth,15m,14061,0,3,51,51,152,154,,,0.4964,0.4500,0.5603,0.4120,0.5603,0.4120,0.5458,0.4380,0.5467,0.4371
2026-01-04T16:36:51.384Z,symbol,xrp,15m,3223,0,4,16,16,53,53,,,0.4498,0.4936,0.4257,0.5409,0.4257,0.5409,0.3625,0.6180,0.3625,0.6180
2026-01-04T16:36:51.384Z,symbol,sol,15m,4274,0,2,26,27,58,58,,,0.3427,0.5873,0.5118,0.4606,0.5233,0.4493,0.5558,0.4266,0.5558,0.4266
2026-01-04T16:37:51.384Z,all,,,57383,0,10,146,149,420,425,,,0.4450,0.4970,0.5042,0.4692,0.5128,0.4607,0.5333,0.4509,0.5387,0.4456
2026-01-04T16:37:51.384Z,symbol,btc,15m,35461,0,1,53,55,156,159,,,0.3500,0.5900,0.4726,0.5019,0.4773,0.4973,0.5434,0.4409,0.5443,0.4401
2026-01-04T16:37:51.384Z,symbol,eth,15m,14233,0,3,51,51,152,154,,,0.4964,0.4500,0.5613,0.4110,0.5613,0.4110,0.5471,0.4368,0.5480,0.4359
2026-01-04T16:37:51.384Z,symbol,xrp,15m,3271,0,4,16,16,53,53,,,0.4498,0.4936,0.4263,0.5403,0.4263,0.5403,0.3660,0.6146,0.3660,0.6146
2026-01-04T16:37:51.384Z,symbol,sol,15m,4418,0,2,26,27,59,59,,,0.3450,0.5850,0.5135,0.4587,0.5247,0.4477,0.5584,0.4238,0.5584,0.4238
2026-01-04T16:38:51.387Z,all,,,58561,0,10,147,150,424,429,,,0.4450,0.4970,0.5070,0.4665,0.5155,0.4581,0.5359,0.4483,0.5412,0.4431
2026-01-04T16:38:51.387Z,symbol,btc,15m,36281,0,1,53,55,159,162,,,0.3500,0.5900,0.4727,0.5018,0.4773,0.4973,0.5441,0.4402,0.5450,0.4394
2026-01-04T16:38:51.387Z,symbol,eth,15m,14387,0,3,52,52,153,155,,,0.4964,0.4500,0.5633,0.4091,0.5633,0.4091,0.5488,0.4352,0.5497,0.4343
2026-01-04T16:38:51.387Z,symbol,xrp,15m,3333,0,4,16,16,53,53,,,0.4498,0.4936,0.4269,0.5397,0.4269,0.5397,0.3694,0.6112,0.3694,0.6112
2026-01-04T16:38:51.387Z,symbol,sol,15m,4560,0,2,26,27,59,59,,,0.3469,0.5831,0.5151,0.4569,0.5261,0.4462,0.5610,0.4211,0.5610,0.4211
2026-01-04T16:39:51.388Z,all,,,59927,0,10,147,150,432,437,,,0.4450,0.4970,0.5070,0.4665,0.5155,0.4581,0.5404,0.4439,0.5455,0.4389
2026-01-04T16:39:51.388Z,symbol,btc,15m,37287,0,1,53,55,162,165,,,0.3500,0.5900,0.4728,0.5018,0.4774,0.4972,0.5449,0.4394,0.5458,0.4386
2026-01-04T16:39:51.388Z,symbol,eth,15m,14573,0,3,52,52,154,156,,,0.4964,0.4500,0.5653,0.4072,0.5653,0.4072,0.5507,0.4332,0.5516,0.4324
2026-01-04T16:39:51.388Z,symbol,xrp,15m,3383,0,4,16,16,54,54,,,0.4498,0.4936,0.4275,0.5392,0.4275,0.5392,0.3742,0.6064,0.3742,0.6064
2026-01-04T16:39:51.388Z,symbol,sol,15m,4684,0,2,26,27,62,62,,,0.3486,0.5814,0.5167,0.4552,0.5274,0.4447,0.5660,0.4161,0.5660,0.4161
2026-01-04T16:40:51.389Z,all,,,61168,0,10,149,152,439,444,,,0.4450,0.4970,0.5083,0.4653,0.5166,0.4571,0.5412,0.4432,0.5462,0.4382
2026-01-04T16:40:51.389Z,symbol,btc,15m,38107,0,1,55,57,169,172,,,0.3500,0.5900,0.4733,0.5013,0.4779,0.4967,0.5459,0.4385,0.5467,0.4377
2026-01-04T16:40:51.389Z,symbol,eth,15m,14758,0,3,52,52,154,156,,,0.4964,0.4500,0.5672,0.4053,0.5672,0.4053,0.5527,0.4314,0.5535,0.4305
2026-01-04T16:40:51.389Z,symbol,xrp,15m,3459,0,4,16,16,54,54,,,0.4498,0.4936,0.4281,0.5386,0.4281,0.5386,0.3790,0.6018,0.3790,0.6018
2026-01-04T16:40:51.389Z,symbol,sol,15m,4844,0,2,26,27,62,62,,,0.3500,0.5800,0.5182,0.4535,0.5286,0.4433,0.5708,0.4113,0.5708,0.4113
2026-01-04T16:41:51.390Z,all,,,63067,0,10,150,153,448,453,,,0.4450,0.4970,0.5100,0.4636,0.5182,0.4555,0.5408,0.4437,0.5457,0.4388
2026-01-04T16:41:51.390Z,symbol,btc,15m,39516,0,1,55,57,175,178,,,0.3500,0.5900,0.4738,0.5008,0.4783,0.4963,0.5462,0.4383,0.5470,0.4375
2026-01-04T16:41:51.390Z,symbol,eth,15m,14978,0,3,52,52,155,157,,,0.4964,0.4500,0.5692,0.4034,0.5692,0.4034,0.5549,0.4291,0.5558,0.4283
2026-01-04T16:41:51.390Z,symbol,xrp,15m,3583,0,4,17,17,55,55,,,0.4498,0.4936,0.4310,0.5359,0.4310,0.5359,0.3846,0.5962,0.3846,0.5962
2026-01-04T16:41:51.390Z,symbol,sol,15m,4990,0,2,26,27,63,63,,,0.3513,0.5788,0.5196,0.4519,0.5298,0.4419,0.5762,0.4059,0.5762,0.4059
2026-01-04T16:42:51.391Z,all,,,64689,0,10,153,156,458,463,,,0.4450,0.4970,0.5110,0.4625,0.5190,0.4546,0.5407,0.4437,0.5456,0.4389
2026-01-04T16:42:51.391Z,symbol,btc,15m,40476,0,1,55,57,178,181,,,0.3500,0.5900,0.4743,0.5003,0.4788,0.4958,0.5457,0.4388,0.5465,0.4381
2026-01-04T16:42:51.391Z,symbol,eth,15m,15198,0,3,53,53,157,159,,,0.4964,0.4500,0.5721,0.4005,0.5721,0.4005,0.5579,0.4262,0.5587,0.4254
2026-01-04T16:42:51.391Z,symbol,xrp,15m,3829,0,4,19,19,58,58,,,0.4498,0.4936,0.4328,0.5340,0.4328,0.5340,0.3907,0.5901,0.3907,0.5901
2026-01-04T16:42:51.391Z,symbol,sol,15m,5186,0,2,26,27,65,65,,,0.3524,0.5776,0.5210,0.4504,0.5310,0.4406,0.5825,0.3996,0.5825,0.3996
2026-01-04T16:43:51.392Z,all,,,65972,0,12,157,160,468,473,,,0.4608,0.4783,0.5125,0.4602,0.5204,0.4525,0.5343,0.4499,0.5391,0.4451
2026-01-04T16:43:51.392Z,symbol,btc,15m,41409,0,1,55,57,184,187,,,0.3500,0.5900,0.4748,0.4998,0.4792,0.4954,0.5435,0.4411,0.5442,0.4404
2026-01-04T16:43:51.392Z,symbol,eth,15m,15310,0,3,53,53,157,159,,,0.4964,0.4500,0.5750,0.3977,0.5750,0.3977,0.5607,0.4234,0.5616,0.4226
2026-01-04T16:43:51.392Z,symbol,xrp,15m,3949,0,6,23,23,62,62,,,0.4539,0.4886,0.4381,0.5282,0.4381,0.5282,0.3983,0.5821,0.3983,0.5821
2026-01-04T16:43:51.392Z,symbol,sol,15m,5304,0,2,26,27,65,65,,,0.3533,0.5767,0.5223,0.4489,0.5321,0.4393,0.5885,0.3937,0.5885,0.3937
2026-01-04T16:44:51.394Z,all,,,66579,0,12,158,161,469,474,,,0.4608,0.4783,0.5153,0.4575,0.5230,0.4499,0.5352,0.4490,0.5400,0.4442
2026-01-04T16:44:51.394Z,symbol,btc,15m,41530,0,1,55,57,184,187,,,0.3500,0.5900,0.4753,0.4993,0.4797,0.4950,0.5413,0.4434,0.5421,0.4426
2026-01-04T16:44:51.394Z,symbol,eth,15m,15432,0,3,53,53,157,159,,,0.4964,0.4500,0.5779,0.3950,0.5779,0.3950,0.5635,0.4206,0.5643,0.4199
2026-01-04T16:44:51.394Z,symbol,xrp,15m,4193,0,6,24,24,63,63,,,0.4576,0.4841,0.4458,0.5201,0.4458,0.5201,0.4068,0.5733,0.4068,0.5733
2026-01-04T16:44:51.394Z,symbol,sol,15m,5424,0,2,26,27,65,65,,,0.3542,0.5758,0.5236,0.4475,0.5332,0.4381,0.5940,0.3882,0.5940,0.3882
2026-01-04T16:45:51.395Z,all,,,67658,0,12,161,164,474,482,,,0.4608,0.4783,0.5160,0.4568,0.5236,0.4493,0.5356,0.4485,0.5431,0.4411
2026-01-04T16:45:51.395Z,symbol,btc,15m,42077,0,1,55,57,184,187,,,0.3500,0.5900,0.4758,0.4988,0.4801,0.4945,0.5392,0.4455,0.5400,0.4448
2026-01-04T16:45:51.395Z,symbol,eth,15m,15759,0,3,53,53,158,160,,,0.4964,0.4500,0.5806,0.3923,0.5806,0.3923,0.5662,0.4180,0.5670,0.4172
2026-01-04T16:45:51.395Z,symbol,xrp,15m,4291,0,6,25,25,65,65,,,0.4610,0.4800,0.4534,0.5122,0.4534,0.5122,0.4156,0.5641,0.4156,0.5641
2026-01-04T16:45:51.395Z,symbol,sol,15m,5531,0,2,28,29,67,70,,,0.3550,0.5750,0.5252,0.4458,0.5345,0.4367,0.5991,0.3831,0.6019,0.3804
2026-01-04T16:46:51.398Z,all,,,68870,0,12,162,165,477,485,,,0.4608,0.4783,0.5169,0.4560,0.5244,0.4486,0.5363,0.4478,0.5438,0.4405
2026-01-04T16:46:51.398Z,symbol,btc,15m,42903,0,1,55,57,185,188,,,0.3500,0.5900,0.4758,0.4988,0.4801,0.4945,0.5393,0.4455,0.5400,0.4447
2026-01-04T16:46:51.398Z,symbol,eth,15m,16033,0,3,54,54,160,162,,,0.4964,0.4500,0.5808,0.3921,0.5808,0.3921,0.5664,0.4178,0.5672,0.4171
2026-01-04T16:46:51.398Z,symbol,xrp,15m,4349,0,6,25,25,65,65,,,0.4610,0.4800,0.4540,0.5117,0.4540,0.5117,0.4165,0.5632,0.4165,0.5632
2026-01-04T16:46:51.398Z,symbol,sol,15m,5585,0,2,28,29,67,70,,,0.3550,0.5750,0.5255,0.4455,0.5347,0.4366,0.5989,0.3833,0.6016,0.3806
2026-01-04T16:47:51.400Z,all,,,70049,0,12,164,167,481,489,,,0.4608,0.4783,0.5189,0.4540,0.5263,0.4468,0.5375,0.4466,0.5449,0.4393
2026-01-04T16:47:51.400Z,symbol,btc,15m,43617,0,1,55,57,185,188,,,0.3500,0.5900,0.4758,0.4988,0.4801,0.4945,0.5393,0.4454,0.5401,0.4447
2026-01-04T16:47:51.400Z,symbol,eth,15m,16353,0,3,54,54,160,162,,,0.4964,0.4500,0.5810,0.3919,0.5810,0.3919,0.5665,0.4177,0.5673,0.4169
2026-01-04T16:47:51.400Z,symbol,xrp,15m,4433,0,6,26,26,67,67,,,0.4610,0.4800,0.4560,0.5098,0.4560,0.5098,0.4188,0.5610,0.4188,0.5610
2026-01-04T16:47:51.400Z,symbol,sol,15m,5646,0,2,29,30,69,72,,,0.3550,0.5750,0.5266,0.4445,0.5356,0.4357,0.5990,0.3832,0.6017,0.3805
2026-01-04T16:48:51.402Z,all,,,70918,0,12,165,168,486,494,,,0.4608,0.4783,0.5198,0.4532,0.5271,0.4460,0.5384,0.4458,0.5457,0.4386
2026-01-04T16:48:51.402Z,symbol,btc,15m,44211,0,1,55,57,188,191,,,0.3500,0.5900,0.4758,0.4988,0.4801,0.4945,0.5395,0.4453,0.5402,0.4445
2026-01-04T16:48:51.402Z,symbol,eth,15m,16526,0,3,55,55,161,163,,,0.4964,0.4500,0.5814,0.3916,0.5814,0.3916,0.5667,0.4175,0.5675,0.4167
2026-01-04T16:48:51.402Z,symbol,xrp,15m,4497,0,6,26,26,67,67,,,0.4610,0.4800,0.4579,0.5080,0.4579,0.5080,0.4211,0.5588,0.4211,0.5588
2026-01-04T16:48:51.402Z,symbol,sol,15m,5684,0,2,29,30,70,73,,,0.3550,0.5750,0.5277,0.4435,0.5365,0.4349,0.5991,0.3831,0.6017,0.3805
